0;0;33;1
0;0;33;1
0;0;33;1
1;0;33;1
4;0;33;1
9;0;33;1
16;0;33;1
25;0;33;1
36;0;33;1
49;0;33;1
64;0;33;1
81;0;33;1
100;0;33;1
121;0;33;1
144;0;33;1
169;0;33;1
196;0;33;1
225;0;33;1
256;0;33;1
289;0;33;1
324;0;33;1
361;0;33;1
400;0;33;1
441;0;33;1
484;0;33;1
529;0;33;1
576;0;33;1
625;0;33;1
676;0;33;1
729;0;33;1
784;0;33;1
841;0;33;1
900;0;33;1
961;0;33;1
1024;0;33;1
1089;0;33;1
1156;0;33;1
1225;0;33;1
1296;0;33;1
1369;0;33;1
1444;0;33;1
1521;0;33;1
1600;0;33;1
1681;0;33;1
1764;0;33;1
1849;0;33;1
1936;0;33;1
2025;0;33;1
2116;0;33;1
2209;0;33;1
2304;0;33;1
2401;0;33;1
2500;0;33;1
2601;0;33;1
2704;0;33;1
2809;0;33;1
2916;0;33;1
3025;0;33;1
3136;0;33;1
3249;0;33;1
3364;0;33;1
3481;0;33;1
3600;0;33;1
3721;0;33;1
3844;0;33;1
3969;0;33;1
4096;0;33;1
4225;0;33;1
4356;0;33;1
4489;0;33;1
4624;0;33;1
4761;0;33;1
4900;0;33;1
5041;0;33;1
5184;0;33;1
5329;0;33;1
5476;0;33;1
5625;0;33;1
5776;0;33;1
5929;0;33;1
6084;0;33;1
6241;0;33;1
6400;0;33;1
6561;0;33;1
6724;0;33;1
6889;0;33;1
7056;0;33;1
7225;0;33;1
7396;0;33;1
7569;0;33;1
7744;0;33;1
7921;0;33;1
8100;0;33;1
8281;0;33;1
8464;0;33;1
8649;0;33;1
8836;0;33;1
9025;0;33;1
9216;0;33;1
9409;0;33;1
9604;0;33;1
9801;0;33;1
10000;0;33;1
10201;0;33;1
10404;0;33;1
10609;0;33;1
10816;0;33;1
11025;0;33;1
11236;0;33;1
11449;0;33;1
11664;0;33;1
11881;0;33;1
12100;0;33;1
12321;0;33;1
12544;0;33;1
12769;0;33;1
12996;0;33;1
13225;0;33;1
13456;0;33;1
13689;0;33;1
13924;0;33;1
14161;0;33;1
14400;0;33;1
14641;0;33;1
14884;0;33;1
15129;0;33;1
15376;0;33;1
15625;0;33;1
15876;0;33;1
16129;0;33;1
16384;0;33;1
16641;0;33;1
16900;0;33;1
17161;0;33;1
17424;0;33;1
17689;0;33;1
17956;0;33;1
18225;0;33;1
18496;0;33;1
18769;0;33;1
19044;0;33;1
19321;0;33;1
19600;0;33;1
19881;0;33;1
20164;0;33;1
20449;0;33;1
20736;0;33;1
21025;0;33;1
21316;0;33;1
21609;0;33;1
21904;0;33;1
22201;0;33;1
22500;0;33;1
22801;0;33;1
23104;0;33;1
23409;0;33;1
23716;0;33;1
24025;0;33;1
24336;0;33;1
24649;0;33;1
24964;0;33;1
25281;0;33;1
25600;0;33;1
25921;0;33;1
26244;0;33;1
26569;0;33;1
26896;0;33;1
27225;0;33;1
27556;0;33;1
27889;0;33;1
28224;0;33;1
28561;0;33;1
28900;0;33;1
29241;0;33;1
29584;0;33;1
29929;0;33;1
30276;0;33;1
30625;0;33;1
30976;0;33;1
31329;0;33;1
31684;0;33;1
32041;0;33;1
32400;0;33;1
32761;0;33;1
33124;0;33;1
33489;0;33;1
33856;0;33;1
34225;0;33;1
34596;0;33;1
34969;0;33;1
35344;0;33;1
35721;0;33;1
36100;0;33;1
36481;0;33;1
36864;0;33;1
37249;0;33;1
37636;0;33;1
38025;0;33;1
38416;0;33;1
38809;0;33;1
39204;0;33;1
39601;0;33;1
40000;0;33;1
40401;0;33;1
40804;0;33;1
41209;0;33;1
41616;0;33;1
42025;0;33;1
42436;0;33;1
42849;0;33;1
43264;0;33;1
43681;0;33;1
44100;0;33;1
44521;0;33;1
44944;0;33;1
45369;0;33;1
45796;0;33;1
46225;0;33;1
46656;0;33;1
47089;0;33;1
47524;0;33;1
47961;0;33;1
48400;0;33;1
48841;0;33;1
49284;0;33;1
49729;0;33;1
50176;0;33;1
50625;0;33;1
51076;0;33;1
51529;0;33;1
51984;0;33;1
52441;0;33;1
52900;0;33;1
53361;0;33;1
53824;0;33;1
54289;0;33;1
54756;0;33;1
55225;0;33;1
55696;0;33;1
56169;0;33;1
56644;0;33;1
57121;0;33;1
57600;0;33;1
58081;0;33;1
58564;0;33;1
59049;0;33;1
59536;0;33;1
60025;0;33;1
60516;0;33;1
61009;0;33;1
61504;0;33;1
62001;0;33;1
62500;0;33;1
63001;0;33;1
63504;0;33;1
64009;0;33;1
64516;0;33;1
65025;0;33;1
65536;0;33;1
66049;0;33;1
66564;0;33;1
67081;0;33;1
67600;0;33;1
68121;0;33;1
68644;0;33;1
69169;0;33;1
69696;0;33;1
70225;0;33;1
70756;0;33;1
71289;0;33;1
71824;0;33;1
72361;0;33;1
72900;0;33;1
73441;0;33;1
73984;0;33;1
74529;0;33;1
75076;0;33;1
75625;0;33;1
76176;0;33;1
76729;0;33;1
77284;0;33;1
